PC1(0.62) PC2(0.31) 
0.014253 -2.282754 
0.071853 -1.836074 
0.097659 -2.379573 
0.049355 -2.433341 
0.231860 -2.185271 
0.475674 -1.981525 
-0.036151 -2.019464 
0.017093 -2.331853 
0.142288 -1.861053 
0.760306 -1.973838 
0.038171 -2.324345 
0.135309 -1.946071 
0.068270 -2.488632 
0.115182 -2.321670 
0.951086 -2.240067 
1.108576 -1.829511 
0.001575 -2.306513 
0.151968 -2.118883 
0.247511 -2.374056 
0.083843 -2.309939 
-0.000033 -2.345506 
-0.070921 -2.108787 
0.456916 -2.097651 
0.346903 -2.026396 
-0.196705 -2.407408 
-0.215314 -2.203927 
-0.268525 -2.245040 
0.012699 -2.026739 
-0.309208 -2.175188 
0.198240 -2.362044 
1.309001 -1.731674 
0.204497 -2.237857 
0.179686 -1.699581 
0.405875 -2.075679 
0.134963 -2.139373 
0.137911 -2.122708 
-0.023717 -2.307972 
-0.102710 -2.702198 
0.148675 -2.577073 
0.423956 -2.086843 
0.522979 -1.957270 
0.107857 -1.967104 
0.025702 -2.347623 
-0.108916 -2.354600 
0.084880 -2.128534 
0.070340 -2.105068 
0.308554 -1.864230 
0.146685 -2.296332 
0.046165 -2.269396 
0.023882 -2.403027 
0.359009 -2.322402 
1.509774 -2.009189 
0.098390 -2.215575 
0.283775 -2.291269 
0.037683 -2.234939 
0.286616 -2.409267 
0.169532 -2.207556 
-0.199847 -2.328018 
0.165106 -2.066743 
0.856757 -2.004591 
0.106021 -2.300232 
0.023963 -2.061540 
0.072569 -2.403772 
-0.056528 -2.600915 
0.008734 -2.114237 
-0.086358 -2.367638 
0.396810 -2.281735 
0.011205 -2.420749 
0.079451 -2.216586 
0.009217 -2.317410 
0.132851 -1.993459 
-0.040971 -1.765151 
0.063599 -2.458832 
0.082972 -2.147299 
-0.003663 -2.387617 
-0.118222 -2.130768 
0.627034 -2.176425 
0.331694 -1.979503 
-0.073129 -2.393822 
0.172513 -2.240926 
-0.021827 -2.316646 
1.188969 -1.921255 
0.126923 -2.281044 
0.066836 -2.315757 
0.028606 -2.059997 
-0.077697 -2.513014 
0.210254 -1.961209 
-0.115622 -2.349528 
0.301843 -2.436991 
0.128594 -2.302218 
0.115176 -2.011146 
0.036900 2.526267 
0.098821 1.791960 
-0.129190 2.019304 
0.395220 2.140155 
-0.095245 2.418264 
-0.030872 2.085214 
-0.096551 2.416975 
-0.264449 1.974924 
0.023972 2.798215 
0.213743 2.723435 
-0.281195 1.452632 
0.037713 2.062151 
0.107151 2.419570 
0.361636 2.169593 
0.256895 1.718474 
0.070248 1.658110 
0.239015 2.258542 
0.042727 1.761881 
0.163747 2.136973 
-0.234349 1.435933 
-0.306043 1.956099 
-0.098075 2.314691 
-0.169643 2.172555 
-0.021212 1.537845 
0.182078 2.111612 
-0.113758 2.013386 
0.041688 1.617364 
0.244367 2.249668 
0.183850 2.020989 
-0.105376 2.035137 
-0.011543 2.120289 
0.264665 1.828509 
0.108262 2.179692 
0.421286 1.909933 
0.084707 2.230564 
-0.262939 2.402202 
0.271649 2.157552 
0.089756 2.014683 
-0.087931 2.202467 
0.026978 2.314552 
0.476543 1.581232 
0.250644 1.641708 
0.202341 2.104268 
0.543746 2.037474 
0.214305 2.480093 
0.006806 1.911034 
0.061914 1.177081 
0.142864 1.891908 
0.031947 1.590494 
0.243290 1.520562 
-0.232535 1.570479 
-0.002433 2.195548 
0.486456 1.724277 
-0.211395 1.501948 
-0.167361 1.465651 
-0.041587 2.204757 
-0.034681 1.690451 
0.503731 2.617930 
0.337988 2.294094 
-0.000933 1.907581 
-0.088842 1.455153 
0.732219 2.555828 
0.130424 1.365439 
0.133787 1.958569 
0.090248 1.811124 
-0.230151 2.116411 
0.168238 1.798533 
-0.013793 1.728043 
0.405731 1.794727 
0.207035 2.369353 
-0.175493 1.714417 
0.227535 1.672760 
0.081988 1.595319 
0.093366 2.077644 
0.204910 2.485365 
0.414995 2.163741 
0.271509 1.972995 
0.238949 2.037670 
0.344572 2.493918 
-0.386203 1.310205 
-0.016669 2.498968 
0.261114 1.992663 
-0.090368 1.895648 
-0.035003 1.759744 
0.711216 1.815904 
0.147514 1.611867 
0.210241 1.316304 
-0.941834 1.907879 
-1.570234 1.685895 
-0.505775 2.176402 
-2.002714 1.379220 
-0.352462 1.783648 
-1.018075 1.657658 
-0.499297 2.618802 
-2.398067 0.992461 
-2.167675 -0.308695 
-2.328470 -0.837649 
-2.307842 -0.571630 
-2.440343 0.294694 
-2.439723 0.304260 
-2.535460 -0.244383 
-2.386929 0.015679 
-2.651691 -0.043913 
-2.794611 0.504089 
-2.553585 -0.344539 
-1.831332 0.600386 
-2.546757 -0.097600 
-2.307136 -0.069514 
-2.403872 -0.469977 
-2.376664 -0.628286 
-2.537627 -0.943748 
-2.338987 -0.020340 
-2.321442 0.437878 
-2.687274 0.350154 
-2.448277 -0.692394 
-2.177383 -0.238202 
-1.807751 -0.128950 
-2.420267 -0.594242 
-2.447710 -0.328308 
-2.382715 -0.250352 
-2.289769 -0.024068 
-2.535902 0.166550 
-2.119836 0.248044 
-2.541125 0.480286 
-2.346311 -0.160020 
-2.073102 -0.305186 
-2.015119 -0.228046 
-2.580040 -0.283333 
-1.353813 -1.058472 
-0.998897 -0.121982 
-1.939340 -0.731125 
-1.957126 -0.782586 
-2.089717 -0.881030 
-2.208762 0.116155 
-2.297078 -0.365680 
-1.715164 -0.088363 
-2.367821 -0.402130 
-2.427205 -0.346044 
-1.040903 -0.145444 
-2.343939 0.121809 
-2.658700 -0.208508 
-1.923593 -0.191759 
-2.416948 -0.098600 
-2.081817 0.488119 
-2.614184 0.327146 
-2.218335 -0.834868 
-2.129792 -0.247003 
-1.684972 0.129397 
-2.312449 0.031856 
-2.147293 1.011362 
-1.848107 -0.242109 
-2.073861 -0.769737 
1.661726 -0.114281 
1.808567 -0.135434 
1.571245 -0.146214 
1.612205 -0.059569 
2.008625 0.360954 
1.618300 -0.404689 
3.036653 1.072077 
2.207090 0.145492 
2.000114 0.014990 
1.602387 -0.266738 
2.411621 0.790685 
0.868088 -0.454902 
0.528292 -0.862747 
0.449262 -0.820464 
0.431085 -0.715732 
0.609151 -0.758982 
0.675222 -0.536721 
0.555623 -0.546035 
0.547352 -0.628700 
0.490702 -0.592195 
0.682187 -0.551602 
0.559902 -0.836608 
0.581808 -0.547236 
1.611562 -0.369784 
0.587307 -0.589563 
0.724398 -0.681501 
0.748258 -0.615389 
1.488630 -0.070690 
0.517971 -1.097183 
0.740566 -0.747955 
0.918912 -0.150091 
0.610464 -0.629468 
0.608793 -0.462391 
0.561029 -0.614831 
0.671316 -0.787508 
0.617000 -0.587602 
0.951675 -0.091771 
1.109282 -0.332939 
0.628506 -0.389397 
0.605007 -0.612620 
0.801293 -0.378393 
0.843228 -0.621742 
0.442467 -0.574407 
0.709105 -0.612576 
0.781469 -0.808594 
0.336807 -0.545843 
1.199997 -0.400607 
1.726217 -0.079044 
0.443659 -0.761860 
0.523837 -0.705883 
0.426753 -0.598971 
0.624504 -0.498885 
0.722286 -0.370688 
0.563883 -0.144626 
0.306881 -0.453055 
0.896935 -0.493381 
0.564654 -0.518938 
0.530500 -0.949698 
0.764220 -0.393714 
0.749562 -0.724160 
0.509339 -0.124100 
0.522884 -0.553306 
0.718826 -0.776033 
0.709469 -0.651121 
1.591122 -0.235379 
0.452647 -0.797840 
0.309000 -0.569861 
0.674034 -0.574323 
0.793469 -0.685964 
0.661133 -0.578037 
0.479812 -0.570325 
0.765171 -0.117264 
0.882366 -0.340436 
0.802292 -0.290055 
0.676971 -0.480861 
0.574520 -0.800885 
0.545872 -0.682269 
0.821080 -0.755337 
0.675623 -0.265704 
0.532379 -0.739431 
0.440952 -0.983027 
0.595005 -0.346057 
0.610793 -0.661673 
0.443913 -0.851719 
0.591549 -0.625521 
0.608137 -0.944851 
0.716876 -0.601586 
0.592902 0.015473 
0.723830 -0.534670 
0.866857 -0.428691 
0.582246 -0.596742 
0.830857 -0.780112 
0.685807 -0.848628 
0.789155 -0.478090 
0.515436 -0.771759 
1.227197 -0.312105 
0.488760 -0.712561 
0.572400 -0.683145 
0.616515 -0.206433 
0.723011 -0.424223 
0.703785 -0.750562 
-0.725221 0.679566 
-0.475359 0.874933 
-0.635846 0.444081 
-0.454439 0.230604 
-0.345642 0.387154 
-0.075788 0.725346 
-0.445112 0.265617 
-0.495217 0.870714 
-0.433465 0.670664 
-0.722322 -0.177025 
-0.291035 -0.860402 
-0.338905 0.121779 
-0.124292 -0.166519 
-0.553974 -0.290892 
-0.272817 0.883346 
-0.305802 0.205492 
-0.819237 0.723865 
-0.633807 0.899002 
-0.580224 0.498795 
-0.588996 0.570547 
-0.366909 0.408438 
-0.736329 0.329757 
-0.497020 0.098449 
-0.793590 0.181328 
-0.370237 0.658810 
-0.502002 -0.017471 
-0.666625 0.957529 
-0.496149 0.396932 
-0.409688 -0.082460 
-0.232682 0.820015 
-0.469552 0.592680 
-0.645501 0.585316 
-0.600520 0.598697 
-0.602394 0.825210 
-0.557335 -0.098564 
-0.729067 0.166092 
-0.636159 0.130937 
-0.476283 0.257275 
-0.466740 0.473832 
-0.630900 -0.228131 
-0.710597 1.020242 
-0.695185 0.527855 
-0.386814 1.661514 
-0.779031 1.161658 
-0.360173 0.210535 
-0.645329 0.404553 
-0.969629 0.861744 
-0.647388 0.400188 
-0.291848 -0.325627 
-0.675162 0.169783 
-0.545070 -0.187091 
-0.287164 0.420336 
-0.751806 1.301298 
-0.554088 -0.404232 
-0.361985 -0.328721 
-0.649805 0.128991 
-0.799286 0.808024 
-0.364556 -0.330041 
-0.737444 -0.175567 
-0.397337 0.737336 
-0.958293 0.460062 
-0.758817 0.702663 
-0.770773 0.627567 
0.289225 0.728992 
-0.271767 0.180747 
-0.227963 0.324382 
-0.602638 0.040684 
-0.887977 0.612021 
-0.609667 0.406345 
-1.015003 0.409750 
-0.763158 -0.191488 
0.349609 0.979802 
-0.555404 0.116826 
-0.449934 0.406515 
-0.644708 0.216242 
-0.957558 0.828165 
-0.602545 0.643157 
-0.891172 1.484913 
-0.626049 0.183113 
-0.695000 -0.048570 
-0.563288 0.322205 
-0.728621 0.175382 
-0.551461 0.802899 
-0.601460 0.125745 
-0.400363 0.503233 
-0.618531 0.559703 
-0.413788 0.020552 
-0.471335 0.743896 
-0.429961 0.716454 
-0.687436 0.075902 
-0.867991 0.515430 
-0.585635 1.108104 
-0.749566 -0.206714 
-0.570746 1.129035 
-0.446838 0.132814 
-0.914849 0.555458 
-0.637275 0.376831 
-0.153402 0.615138 
-0.561950 0.874749 
-0.566078 0.826167 
1.372960 1.515708 
0.846607 -0.545893 
-0.302426 -1.214417 
-0.300481 -0.800756 
-0.632971 -0.815624 
-0.317633 -0.209351 
-0.509785 -0.213651 
-0.200934 -1.004433 
0.354492 0.100233 
0.473376 -0.341752 
2.453272 -0.950384 
1.858254 -1.452133 
0.752340 -1.740555 
0.861718 -1.631025 
1.539106 -1.280359 
0.742777 -1.736953 
0.952506 -1.676221 
0.798802 -1.361751 
1.336291 -1.672058 
1.581709 -0.704647 
0.857865 -1.491263 
0.007285 -1.742901 
-0.143217 -2.057327 
-0.166796 -2.162141 
-0.227591 -1.680234 
0.063427 -2.018481 
0.650504 -1.909255 
0.790321 -2.161153 
0.641038 -0.870121 
1.187038 -0.508147 
1.895948 -0.487515 
0.550729 -1.047767 
1.771390 -0.706158 
1.538917 -0.562509 
1.096692 -0.869619 
0.643600 -1.131156 
0.658443 -0.869431 
1.063423 -0.610842 
0.652691 -1.172171 
1.093881 -0.965851 
0.463358 -1.074904 
0.870741 -0.736867 
1.207888 -0.541174 
1.122002 -0.204087 
1.104235 -0.674183 
1.097152 -0.629521 
1.922990 3.995998 
0.068683 -2.345677 
-0.003318 -2.196107 
0.006168 -1.845353 
-0.000335 -2.228085 
0.177437 -2.117907 
0.038177 -2.284336 
0.132565 -2.311687 
0.091670 -2.332529 
0.254346 -1.760861 
0.074869 -2.300563 
0.995759 -1.926750 
1.597686 -1.630829 
0.305960 -2.168223 
-0.128796 -2.139974 
0.148498 -1.808679 
0.134283 -1.887892 
0.221324 -2.102427 
0.068847 -2.154511 
0.205241 -2.301025 
0.035583 -2.356284 
-0.085744 -2.369496 
0.048270 -2.119652 
0.324162 -2.217917 
-0.257574 -2.043254 
0.118783 -2.208760 
0.051021 -2.386185 
0.098673 -2.282657 
0.107626 -2.303631 
0.029770 -2.151325 
-0.263841 -2.338767 
0.212530 -2.054120 
0.107990 -2.022649 
1.580216 -1.500163 
0.250470 -2.032469 
0.875026 -2.002905 
0.300977 -2.246819 
0.107800 -2.374565 
0.090926 -2.079724 
0.326715 -2.018266 
0.330135 -2.498550 
-0.070878 -2.328990 
0.281116 -2.226390 
0.408384 -1.921255 
0.501239 -2.067834 
-0.008232 -2.113956 
0.079640 -1.657756 
0.118994 -1.965151 
-0.164937 -2.227601 
0.074783 -2.192469 
-0.010289 -2.202101 
0.017546 -2.109981 
0.073152 -2.359183 
0.311425 -1.765676 
0.001577 -2.320105 
0.348081 -2.080539 
0.140342 -2.288844 
0.193183 -1.979068 
0.232893 -1.943191 
0.041518 -2.388332 
-0.232944 -2.165824 
-0.113020 -1.746244 
0.003223 -2.062441 
-0.131125 -2.125414 
0.012800 -2.308900 
-0.126066 -2.373198 
0.176315 -2.209112 
-0.009876 -2.487054 
0.175197 -2.261203 
0.134684 -2.067495 
0.059684 -2.025497 
0.025139 -2.379483 
0.486565 -2.205069 
-0.115945 -2.180724 
0.162067 -2.406992 
0.053084 -2.501707 
0.152707 -2.319798 
0.074372 -2.187700 
0.249255 -1.743047 
0.203542 -2.063102 
0.004159 -2.156959 
0.166370 -2.074622 
0.156906 -2.337563 
0.926788 -1.938495 
-0.171083 -2.150709 
0.148549 -2.195466 
0.057322 -2.272231 
-0.190929 -2.035869 
0.317876 -2.278068 
0.049621 -1.892201 
0.034347 -2.247089 
0.044821 -2.256697 
-0.267716 -2.380432 
0.076672 -2.182732 
-0.119465 -2.028811 
0.172283 -2.143669 
0.158057 -2.453592 
-0.080677 -2.090112 
0.091563 -2.041090 
0.189940 -2.428806 
0.212845 -2.050938 
-0.621768 0.251130 
-0.683372 0.308321 
-0.631763 0.848940 
-0.306839 0.306256 
-0.732435 0.560121 
-0.691552 0.189626 
-0.535587 0.237000 
-0.132215 -0.410731 
0.378904 0.990147 
-0.276229 0.592922 
-0.339536 0.199248 
-0.480537 0.348503 
-0.470758 0.177220 
-0.404861 0.288728 
-0.224528 1.247248 
-0.653534 0.488860 
-0.637816 0.630426 
-0.352824 0.196783 
-0.563765 0.777845 
-0.721875 0.473648 
0.594539 1.181948 
-0.380729 -0.240820 
-0.508794 0.314489 
-0.741326 0.437414 
-0.555967 0.120501 
-0.784179 0.473815 
-0.367672 -0.400794 
-0.506713 1.196575 
0.042536 0.050467 
-0.255244 -0.280467 
-0.150178 1.107153 
-0.239519 0.561109 
-0.595788 -0.272817 
-0.311248 0.196954 
-0.472208 0.671182 
-0.697543 -0.191483 
-0.627426 0.467031 
-0.101821 -0.439520 
-0.534389 0.600248 
-0.423738 0.482765 
-0.606244 -0.185079 
-0.628368 0.015203 
0.676810 0.615012 
-0.471353 0.554858 
-0.558436 0.315846 
-0.682433 0.084832 
-0.630878 -0.408554 
-0.704320 0.208160 
-0.320239 0.988575 
-0.240186 -0.239091 
0.020936 0.211097 
-0.108100 -0.123135 
-0.215556 0.295634 
-0.457555 0.316648 
1.274834 3.206327 
2.046144 3.301722 
1.567125 2.525419 
0.677552 1.251323 
0.296182 0.240609 
-0.526557 0.073433 
-0.615571 0.079789 
-0.721901 0.655975 
-0.394150 -0.038617 
-0.467868 -0.117274 
-0.487017 -0.389134 
0.245924 0.138525 
-0.931034 0.536119 
-0.116189 0.432256 
-0.703269 0.494172 
-0.679097 0.607043 
-0.646864 0.769229 
-0.553079 0.454803 
-0.105591 0.476096 
-0.270310 -0.137553 
-0.599163 0.346294 
-0.589070 -0.087562 
-0.501981 -0.113495 
-0.212463 0.170324 
-0.149781 0.477359 
-0.762008 0.225256 
-0.249377 0.047806 
-0.442384 0.181953 
-0.667111 0.161650 
-0.826689 1.178611 
-0.974288 1.354061 
0.361112 1.805622 
-0.662402 0.960724 
-1.006471 0.370048 
-0.652862 0.312450 
-0.868798 0.670913 
-0.523116 0.627478 
0.506682 -0.029184 
-0.336822 -0.382700 
-0.172601 0.558560 
-0.696198 0.489387 
-0.603885 -0.188861 
-0.472457 -0.162594 
0.136929 0.049312 
-0.379281 -0.221159 
0.142581 0.170134 
0.915823 -0.517579 
0.713852 -0.504132 
0.419525 -0.360499 
0.440167 -0.499633 
0.681648 -0.738220 
0.426892 -0.694881 
0.753708 -0.635931 
0.533746 -0.353425 
0.701886 -0.397973 
0.569289 -0.417493 
0.954209 -0.655951 
0.433687 -0.604856 
1.291406 -0.263575 
1.557307 -0.142118 
0.340703 -0.501811 
1.496572 -0.154101 
0.664638 -1.042478 
0.609081 -0.597970 
0.574336 -0.776569 
0.901692 -0.471266 
0.574666 -0.627208 
0.535301 -0.068357 
0.372588 -0.529653 
0.555659 -0.718510 
0.403969 -0.606162 
0.497396 -0.718046 
0.519910 -0.243087 
0.541285 -0.723688 
1.711163 -0.302950 
0.716589 -0.748136 
0.843427 -0.715510 
0.585012 -0.688402 
0.684802 -0.620441 
0.402399 -0.837940 
0.705118 -0.485243 
0.606741 -0.392163 
0.445423 -0.776398 
0.662614 -0.789499 
0.644714 -0.883811 
0.542007 -0.880651 
0.681152 -0.527822 
0.654633 -0.543484 
0.790370 -0.491978 
1.102147 -0.197886 
1.222914 -0.301520 
0.541201 -0.358264 
0.450231 -0.758132 
0.379001 -0.892882 
0.351796 -0.501042 
0.657432 -0.424517 
0.659281 -0.544374 
0.517809 -0.527138 
0.441789 -0.474311 
0.596768 -0.487889 
0.560320 -0.471987 
0.762019 -0.892661 
0.398706 -0.908942 
0.644245 -0.624884 
1.274322 -0.204542 
0.635671 -0.793363 
0.655831 -0.676379 
0.515164 -0.422166 
0.631275 -0.327237 
0.417842 -0.809541 
1.021980 -0.156931 
0.538581 -0.901729 
0.614806 -1.027216 
0.820073 -0.665159 
0.683237 -0.522450 
1.030779 -0.468108 
0.681834 -0.418501 
0.583466 -0.635732 
0.504008 -0.909644 
0.684921 -0.633169 
0.904551 -0.128833 
0.443820 -0.730866 
0.446524 -0.822893 
0.750124 -0.473406 
0.486021 -0.785911 
0.852750 -0.672721 
0.414271 -0.739360 
0.750177 -0.614560 
0.534515 -0.464993 
0.634701 -0.805183 
0.743065 0.172925 
0.794332 -0.485376 
0.586515 -0.437765 
0.665580 -0.708262 
0.588378 -0.634608 
0.504266 -0.975060 
0.922342 0.030522 
0.527475 -0.629833 
0.641871 -0.570779 
0.283118 -0.910510 
0.934371 -0.471108 
0.905441 -0.600355 
1.846108 -0.184531 
0.436352 -0.970237 
0.609347 -0.491331 
0.668706 -0.652320 
0.421048 -0.613350 
-2.343614 -0.382136 
-2.262506 -0.581954 
-2.294042 -0.886014 
-2.068812 0.085815 
-2.410855 -0.076195 
-2.443929 -0.017648 
-2.482599 -0.257972 
-2.398399 -0.421854 
-2.298792 -0.760511 
-2.331385 1.237876 
-2.273908 -0.889755 
-2.300498 0.379350 
-2.416218 0.011156 
-2.172976 -0.735151 
-2.548693 -0.472392 
-2.303932 -0.561794 
-2.248586 -0.211948 
-2.179476 0.123293 
-2.202400 0.414924 
-2.352955 -0.659165 
-2.303520 -0.025380 
-2.406556 -0.018386 
-2.169419 -0.820178 
-2.589779 -0.581964 
-2.388198 -0.579731 
-0.262881 2.783375 
-2.681566 0.116930 
-1.837821 -0.222653 
-2.245362 -0.468005 
-2.326027 -0.063814 
-2.260601 0.056384 
-2.115545 -0.811042 
-2.473129 -0.043338 
-2.471327 -0.421603 
-1.505824 -0.234987 
-2.336285 -0.930001 
-2.760551 0.225561 
-2.131017 0.393991 
-2.493712 -0.144852 
-2.402392 0.064249 
-2.788156 0.477584 
-2.405668 0.346423 
-1.447548 0.569540 
-2.163873 0.044539 
-2.306942 -0.403967 
-2.118194 -0.207148 
-2.173761 -0.444784 
-2.305834 -0.116550 
-2.403034 -0.704505 
-2.393398 -0.342916 
-1.768237 -0.032926 
-2.746947 0.083192 
-2.359240 -0.518961 
-2.443973 0.451880 
-2.696873 -0.070446 
-2.376589 -0.235945 
-2.527400 -0.398831 
-2.122176 0.559576 
-2.327414 0.145142 
-0.916498 -0.524510 
-2.102411 -0.701994 
-2.390662 -0.295330 
-2.402450 -0.328099 
-1.978490 -0.612221 
-2.428344 -0.333677 
-2.673474 -0.324028 
-2.295010 -0.368599 
-2.493580 -0.240952 
-2.460177 0.344452 
-2.596604 -0.369601 
-2.145816 -0.447660 
-1.864437 -0.216571 
-2.401458 -0.682516 
-2.206815 0.586175 
-2.329997 -0.643059 
-2.263908 -0.430645 
-2.334735 -0.810358 
-2.330608 -0.493728 
-2.395412 -0.114851 
-2.429875 0.233942 
-2.432625 -0.197022 
-2.284289 -0.908672 
-1.445438 0.666200 
-1.197015 0.239649 
-2.514300 0.289055 
-1.639924 -0.626915 
-1.941468 -0.261076 
-2.419524 0.000906 
-2.430385 -0.305934 
-2.250694 -0.553545 
-2.529909 0.251631 
-2.414840 0.319210 
-2.143165 -0.067606 
-2.310636 0.563055 
-2.387007 -0.169213 
-1.301038 1.956153 
0.195010 1.492962 
0.382182 1.072583 
0.212437 1.911404 
-1.251973 1.038362 
-1.788017 0.899149 
-2.063576 1.231145 
-2.498182 1.755565 
-2.031494 2.302842 
-2.377858 2.289024 
-2.641924 1.726726 
-2.027982 0.577914 
-2.225735 0.592627 
-2.032564 0.675580 
-2.222670 0.469823 
-2.343628 0.434621 
-1.486460 0.343401 
-1.253661 0.478919 
-2.012482 -0.039466 
-1.677195 0.222404 
-1.604243 0.228646 
-1.903095 0.385584 
-2.141059 0.609683 
-2.268160 -0.097995 
-1.591321 -0.046670 
-1.557597 0.175776 
-2.002189 0.264074 
-0.205740 -0.195569 
-0.716146 0.300523 
-0.606532 0.690803 
-0.480036 0.239233 
-0.524548 0.225900 
-0.181161 0.496313 
-0.632085 0.436595 
-0.245157 0.579876 
-0.590916 0.590220 
-0.535303 -0.023776 
-0.324834 0.441172 
-0.683415 0.181999 
-0.467246 0.092293 
-0.301290 0.131209 
-0.290434 -0.946691 
0.405719 0.065910 
-0.049766 0.968170 
-0.145237 0.042871 
-0.147070 -0.104490 
0.981861 0.022869 
1.094717 0.998422 
0.005711 0.375993 
0.018872 0.025405 
-0.478931 0.258200 
-0.755413 1.007129 
-0.734661 -0.168775 
0.365946 0.768747 
-0.588232 0.724508 
-0.515882 -0.051071 
-0.840291 0.658710 
-0.586514 0.239235 
-0.574163 0.270324 
-0.521943 0.853438 
-0.515389 0.419304 
-0.512393 0.040619 
-0.470905 0.023802 
-0.810711 0.468205 
-0.294368 -0.297515 
-0.748609 0.229941 
-0.103325 0.404517 
-0.362865 -0.383604 
-0.227736 -0.262548 
-0.455571 0.117808 
-0.437717 0.176036 
-0.466020 -0.134971 
-0.846103 0.595600 
0.492589 0.714038 
-0.710226 -0.299959 
-0.093950 0.531713 
-0.569258 0.583596 
-0.442441 -0.190496 
-0.572514 0.647058 
-0.215274 0.557791 
-0.287990 1.074751 
-0.652819 0.490513 
-0.074758 0.113396 
-0.794205 -0.015133 
-0.398059 0.104162 
-1.102288 0.846650 
0.360703 1.008361 
-0.451626 -0.015182 
-0.379360 -0.152674 
-0.083934 0.198643 
-0.672886 0.213399 
0.680230 0.997748 
-0.062578 -0.071278 
-0.636865 0.793034 
-0.337256 -0.270089 
-0.372205 -0.143886 
-0.456754 -0.196560 
-0.641820 -0.073721 
-0.196016 0.949088 
-0.383715 -0.270426 
-0.495794 0.727233 
-0.644770 0.018144 
-0.478439 -0.340566 
-0.231634 0.914736 
-0.434160 0.120553 
-0.697893 -0.282753 
-0.635484 0.519676 
-0.411229 0.084947 
-0.827132 0.956652 
-0.370512 1.271357 
0.149707 0.772753 
0.064628 0.205790 
-0.886090 0.119980 
0.282581 2.034924 
-0.205829 0.440184 
-0.887275 0.244798 
-1.149731 1.143515 
-0.256978 0.706565 
-1.131939 1.496430 
0.349720 0.875210 
-0.966045 0.750545 
-0.721162 0.618079 
-0.463221 -0.080552 
-0.830471 0.573353 
-0.338994 -0.128638 
-0.306234 -0.110055 
-0.460090 0.134279 
-0.713621 0.648944 
1.798634 -0.164090 
2.525804 0.062130 
2.299497 -0.094181 
2.031481 -0.284198 
2.954221 -0.201460 
3.629263 0.960427 
3.827398 0.590505 
2.292022 -0.379115 
2.185462 -0.274358 
3.301758 0.564173 
2.633390 -0.072850 
3.583723 1.178802 
3.789898 0.816777 
4.098797 0.504888 
3.291627 -0.070426 
3.289694 0.119168 
4.055786 0.447786 
3.507681 0.462933 
4.500040 0.813187 
3.306574 0.096982 
3.977112 0.043652 
3.841593 0.731913 
3.557492 0.519085 
3.873661 0.520033 
4.176748 0.817535 
4.048865 0.560266 
3.999491 0.541981 
4.422147 0.865281 
3.526579 0.169644 
4.747174 1.543178 
4.641757 1.022671 
4.566528 1.608928 
3.966350 0.556534 
4.969169 2.945658 
4.906749 1.234612 
4.460473 0.706763 
4.666752 1.006207 
4.362718 0.657331 
4.681000 0.913983 
3.979735 0.978159 
2.741238 -0.570434 
4.744722 1.193560 
4.453001 1.337644 
4.282396 0.478890 
4.552365 0.700325 
3.947411 0.655031 
4.181667 1.760097 
3.317472 0.043651 
3.643019 0.435232 
3.725300 0.300080 
3.664493 0.288847 
3.900267 0.478361 
3.551116 0.346462 
4.690057 1.124480 
4.530545 1.107669 
4.648402 0.746615 
2.835841 0.404706 
3.585886 0.589351 
5.332337 1.664533 
4.291550 2.382802 
5.021062 1.329625 
3.779935 0.595340 
4.358848 1.131157 
3.397340 1.330052 
2.610973 -0.397628 
3.012454 -0.058667 
2.096814 -0.668115 
1.424618 -0.885812 
1.721522 -0.469367 
1.547976 -0.775709 
3.179534 0.162442 
1.954120 -0.834059 
2.116374 -0.558360 
2.279077 -0.177111 
2.317699 -0.373720 
1.447639 -0.645677 
3.773867 0.305024 
3.318846 0.232993 
3.069285 0.682603 
3.375842 0.249390 
2.973702 -0.248939 
1.802566 -0.423144 
2.257944 0.185252 
2.284849 -0.370590 
2.361986 0.125830 
1.457510 -0.699915 
1.656989 -0.930101 
2.012010 -0.749567 
2.665621 -0.100226 
2.696271 -0.343907 
3.107850 0.457862 
2.202620 -0.207723 
2.214273 -0.551238 
1.688371 -0.395644 
1.863956 -0.352602 
2.937352 0.107105 
1.673476 -0.351036 
2.637049 -0.348431 
2.223973 -0.213511 
0.461497 -0.734621 
0.928444 0.081390 
-0.344445 -0.348661 
0.121315 -0.236326 
-0.697890 0.261962 
0.324292 -0.407411 
-0.062678 -0.403829 
0.429016 -0.627802 
-0.330650 -0.242123 
-0.288846 0.049339 
2.373076 0.565206 
0.654596 -0.280936 
0.334746 0.241741 
0.365658 0.009230 
0.188667 -1.313308 
0.114064 -0.509467 
0.009432 -0.430303 
0.313320 0.093815 
0.571277 0.237168 
0.632267 -0.208418 
0.758997 0.081697 
-0.260363 -0.194710 
0.007505 -0.684202 
0.722014 -1.601855 
1.240303 -0.992478 
-0.069178 -1.493240 
0.320801 -0.183506 
-0.673889 -0.302959 
-0.036305 -0.476987 
-0.052344 -1.195344 
1.298582 -1.173236 
0.166808 -1.319231 
1.045428 -1.396854 
1.407924 -0.970993 
0.682911 -1.552622 
-0.048152 -1.266479 
-0.038137 -1.642514 
0.115433 -1.773277 
0.973673 -1.729452 
0.864529 -0.559564 
0.253405 -1.483970 
-0.288325 -1.805299 
-0.109239 -1.629663 
-0.236791 -1.896685 
-0.290169 -1.630764 
