PC1(0.62) PC2(0.31) 
-0.417356 0.258669 
-0.610254 0.259282 
-0.887855 0.807967 
-0.349297 0.488736 
-0.498479 0.904442 
0.251663 0.316205 
-0.315685 0.710443 
-0.364561 -0.121178 
-0.652782 0.117915 
0.021014 0.351032 
-0.643099 0.123784 
-0.679923 -0.133085 
-0.620040 0.133947 
0.904891 1.612177 
-0.279324 0.252423 
0.880542 0.652628 
-0.297328 0.069072 
-0.602069 0.364008 
-0.073053 -0.137221 
1.534334 2.250093 
-0.487974 0.252748 
-0.305313 -0.000324 
0.803306 0.769856 
-0.641677 0.394712 
-0.291563 -0.009474 
-0.339958 0.005850 
-0.288015 0.185630 
-0.314910 -0.242426 
-0.147365 0.024142 
-0.403205 -0.004125 
-0.441811 0.082891 
3.436661 2.415608 
1.127622 1.613862 
0.822258 1.555278 
0.843664 1.245222 
1.059305 2.369856 
1.525877 1.309244 
-0.702654 0.076642 
-0.465073 0.875146 
-0.510347 0.024880 
-0.563282 0.202912 
-0.520494 0.376976 
-0.341310 -0.048570 
-1.448620 -1.926928 
-1.112371 -1.682710 
-1.372010 -2.027598 
-1.417520 -1.817934 
-1.066156 -1.825002 
-1.908746 -1.471296 
-1.153909 -1.605058 
-1.743515 -1.737543 
-1.364017 -1.660227 
-1.819814 -1.246033 
-1.372817 -1.955095 
-1.002894 -1.229928 
-1.688876 -1.610617 
-1.468006 -1.698486 
-1.335468 -2.433763 
-1.285072 -1.904249 
-1.816047 -1.548823 
-1.636588 -1.685659 
-1.518640 -1.812191 
-1.187647 -2.052515 
-0.740141 -1.613576 
-1.691076 -2.041258 
-1.760378 -1.567731 
-1.290811 -2.031930 
1.164662 -0.939479 
-1.479265 -1.918460 
-0.881344 -1.454738 
-1.687738 -2.050884 
-1.493099 -2.071495 
-1.809260 -1.744988 
-1.509408 -1.880382 
-1.261567 -1.974062 
-1.761019 -1.788113 
-1.237995 -1.831729 
-1.380232 -2.088829 
-1.611922 -1.107444 
-0.854429 -1.412091 
-1.481673 -1.959978 
-1.506822 -2.017487 
-1.556314 -1.952065 
-1.505055 -1.598225 
-0.069502 -1.729487 
-1.574695 -2.363873 
-1.600738 -1.814781 
-0.209397 -1.564735 
-1.408104 -2.004376 
-1.362875 -2.372663 
-1.476254 -1.924397 
-1.677404 -2.121049 
-1.477906 -1.875887 
-1.162803 -1.730027 
-1.902215 -1.157538 
-1.646620 -1.541449 
-1.635064 -1.287557 
-1.660615 -1.670902 
-1.297801 -1.061018 
-1.758711 -1.059671 
-1.927233 -0.975099 
-1.806132 -1.319106 
-1.990649 -1.308830 
-1.894621 -0.967371 
-1.112870 -1.081182 
-1.642145 -1.810296 
-1.507304 -2.190412 
-1.992261 -1.650533 
-1.733081 -0.851444 
-1.504847 -0.629795 
-1.973281 -0.746228 
-2.207085 -0.208791 
-1.687905 -1.709540 
-1.613404 -1.796575 
-1.753938 -1.304277 
-1.460586 -1.934999 
-1.427205 -1.741697 
-1.792232 -1.922262 
-1.341794 -1.685804 
-1.672349 -1.518715 
-1.384100 -1.976583 
-1.294728 -1.777323 
-1.445153 -1.786297 
-1.396017 -2.139222 
-1.578931 -1.927936 
-0.339207 -1.383010 
-1.293441 -2.271704 
-1.561939 -2.109762 
-1.157412 -1.737523 
-1.445219 -2.058494 
-1.403312 -2.143552 
-1.519093 -2.339193 
-1.251398 -2.132052 
-1.097669 -1.533039 
-1.598548 -1.717321 
-2.023740 -1.131893 
-1.270190 -1.922923 
-0.704558 -2.008229 
-1.833144 -1.437983 
-1.827585 -1.040824 
-1.780328 -0.569000 
-1.882596 2.180159 
-2.406668 1.496061 
-2.319113 1.223508 
-1.548418 1.960233 
-1.573676 2.154151 
-1.030532 2.413856 
-0.793694 1.996483 
-0.630275 1.907658 
-0.370655 2.734651 
-1.220750 0.429703 
-1.004081 1.650573 
-0.626608 2.406839 
-1.555474 1.857085 
-0.808732 1.752781 
-1.507420 1.144105 
-1.017986 2.033735 
-1.848752 1.819983 
-1.647674 2.209886 
-0.859629 2.052587 
-0.855543 0.736003 
-0.976703 0.979864 
-1.431240 1.329047 
-1.019698 1.201944 
-1.744463 0.174746 
-2.522540 -0.063114 
-2.281726 0.683317 
-2.331660 0.386501 
-2.522941 0.251030 
-2.470807 0.435411 
-2.556175 -0.191107 
-2.437621 0.523664 
-2.424816 0.093322 
-2.517515 1.018948 
-2.497894 0.882649 
-3.157638 0.938761 
-2.743801 0.393505 
-2.844306 2.099332 
-2.696521 0.059893 
-2.599173 -0.087537 
-2.598801 0.703991 
-2.315130 0.065724 
-2.589412 0.376178 
-2.646272 0.654075 
-2.497096 -0.121250 
-2.330158 -0.567286 
-2.393121 -0.573483 
-2.197920 -0.349040 
-1.897652 -1.600960 
-2.007285 -1.513090 
-1.524806 -1.290202 
-1.493904 -1.531485 
-1.795859 -1.375888 
-1.773533 -1.321479 
-1.921827 -1.618299 
-1.887517 -1.580922 
-2.363470 -1.148766 
-1.835148 -0.960567 
-1.983508 -1.275401 
-2.112310 -0.171460 
-1.794064 -1.133621 
-1.965409 -1.530664 
-1.656291 -1.386583 
-1.808019 -1.330321 
-1.842699 -1.188483 
-1.871866 -1.679048 
-2.120987 -1.007200 
-2.152034 -1.240961 
-2.176019 -0.255660 
-2.108018 -0.551428 
-1.629499 -0.203325 
-2.215918 -0.383362 
-2.321744 0.099078 
-2.795002 0.334553 
-2.797795 0.405684 
-2.838712 0.383755 
-2.238899 0.140865 
-2.444870 -0.272407 
-2.365872 -0.062350 
-2.297559 -0.510707 
-2.646190 -0.188165 
-2.215562 -0.432849 
-2.347270 -0.696936 
-2.210175 -0.197356 
-2.325622 -0.560960 
-2.669807 -0.277976 
-2.239746 -0.328134 
-2.479667 0.003382 
-2.577070 0.127864 
-2.492875 -0.000911 
-0.910701 -0.005158 
-1.231159 0.148315 
-2.456817 -0.041911 
-2.363651 -0.375976 
-2.452280 -0.588967 
-2.419934 0.653884 
-2.053684 -0.086281 
-2.259837 -0.375089 
-0.174275 0.821547 
0.283455 0.365744 
-0.612256 0.117720 
-0.148456 -0.133481 
-0.534937 0.320845 
-0.630934 0.416101 
-0.544366 -0.333324 
-0.692851 0.761663 
-0.534403 0.097355 
-0.385490 0.152571 
-0.231303 -0.434000 
-0.259491 -0.005298 
-0.520447 0.380964 
0.076744 -0.029595 
-0.357845 -0.312523 
-0.802863 0.570069 
-0.496831 0.475722 
-0.497467 0.209205 
-0.337325 -0.036431 
0.059829 0.668279 
-0.326760 -0.006046 
0.708485 1.577908 
-0.259903 0.105635 
-0.432180 0.151893 
-0.205836 0.346073 
-0.621515 0.887483 
-0.173471 -0.076334 
0.188133 0.398117 
-0.313675 0.356720 
-0.553980 0.153621 
-0.586377 -0.300484 
-0.637047 0.253869 
-0.596847 0.580022 
-0.257545 -0.157534 
-0.724705 0.368638 
-0.189600 0.923239 
-0.348008 0.089502 
-0.311203 -0.553761 
-0.930647 1.216875 
0.489323 0.762419 
-0.659389 0.359305 
-0.330859 0.450515 
-0.641838 0.592684 
-0.449430 0.090523 
-0.650795 0.195242 
-0.420046 0.516980 
-0.356588 0.382475 
-1.056346 0.375014 
-0.391166 0.744600 
-0.604049 0.271072 
-0.479078 -0.066198 
-0.499481 -0.119853 
-0.194321 0.014676 
-0.366624 0.279212 
-0.301325 0.169097 
-0.183106 0.756806 
-0.280033 0.373281 
0.459851 1.197009 
-0.362365 0.005950 
-0.452061 0.468081 
-0.622854 -0.226506 
-0.253071 0.067005 
1.043558 0.826434 
-0.457758 -0.531546 
-0.150159 -0.603451 
-0.471368 0.132432 
-0.300771 -0.450386 
-0.147726 0.128923 
-0.253481 0.267383 
-0.446568 -0.250386 
-0.528755 0.461864 
-0.189707 0.668599 
-0.031421 -0.520846 
-0.515842 0.122795 
-0.256658 -0.143443 
-0.149017 0.107028 
-0.263012 0.821905 
-0.068403 0.318907 
-0.190701 0.119452 
-0.370120 0.024482 
-0.134563 0.699938 
-0.252827 -0.281513 
-0.692252 0.303516 
-0.564321 0.447171 
-0.432551 0.904874 
-0.152483 0.655894 
-0.296739 0.206050 
-0.241906 0.579928 
-0.191666 0.750837 
-0.549791 0.185860 
-1.012387 0.910486 
-0.625199 0.473935 
-0.353314 1.152096 
-0.582214 -0.022136 
-0.838249 0.204084 
-0.605829 0.678136 
-0.036110 0.086958 
-0.525814 0.067867 
-0.553677 0.893714 
0.213327 0.804972 
-0.715468 0.866620 
-2.184226 0.049527 
-1.988042 -0.378099 
-2.050754 -0.336188 
-2.150170 -0.493255 
-1.962975 -0.104533 
-2.323660 -0.679521 
-2.480282 0.420229 
-1.556893 -0.353957 
-1.842822 -0.071736 
-2.455084 -0.350671 
-1.905120 -0.676850 
-2.342153 -0.913014 
-2.289999 0.213610 
-2.276613 -0.753329 
-2.345912 -0.522842 
-2.166413 0.063953 
-2.044423 -0.656022 
-1.941648 -0.698961 
-1.374923 -1.110957 
-2.361981 -0.679174 
-2.173328 -0.709262 
-2.547679 -0.194309 
-2.266367 0.710070 
-1.974940 -0.198545 
-2.496538 -0.323782 
-2.145224 -0.558791 
-2.383179 0.058460 
-2.325592 -0.316939 
-2.082201 -0.441577 
-2.206232 -1.058441 
-2.906755 0.096685 
-2.467388 0.316650 
-2.476897 0.229604 
-1.894517 0.343363 
-2.301252 -0.533729 
-2.474758 -0.013880 
-2.561167 0.095703 
-2.623886 0.250836 
-2.504130 0.047301 
-2.095980 -0.602026 
-2.386076 -0.724919 
-2.042218 -0.646147 
-2.390724 -0.423836 
-2.163579 -0.707634 
-2.348326 -0.256816 
-2.258795 -0.446588 
-2.473517 0.351085 
-2.520993 -0.549175 
-2.501457 0.088921 
-2.789715 -0.161484 
-2.316247 -0.543569 
-2.395559 -0.321462 
-2.474349 -0.005096 
-2.507237 -0.106218 
-2.347424 -0.603513 
-2.340978 -0.947975 
-1.835237 -0.067070 
-2.189315 -0.447326 
-2.244692 -0.250411 
-2.077978 -0.831029 
-1.807120 -0.214788 
-2.124094 -0.147797 
-2.265280 0.429071 
-2.149006 -0.758687 
-2.329283 -0.507178 
-1.807610 -0.495737 
-2.445967 -0.312116 
-2.335429 -0.607266 
-1.954113 -0.386547 
-2.351075 0.024298 
-2.375375 -0.380921 
-2.261191 -0.309091 
-2.096425 -0.244338 
-2.427655 -0.775498 
-2.267036 0.719117 
-2.353175 -0.219077 
-2.608436 0.320486 
-2.540897 -0.454752 
-2.568265 -0.184243 
-2.514732 -0.635756 
-2.085538 -0.552437 
-2.143774 -0.647179 
-2.499734 0.690530 
-2.423959 -0.502608 
-2.400992 -0.437777 
-2.370973 -0.305809 
-2.407505 -0.678813 
-2.383964 -0.410404 
-2.581024 0.042625 
-2.147957 -0.913545 
-1.819795 -1.645802 
-1.819048 -1.710313 
-2.028678 -1.351671 
-1.917894 -1.471342 
-2.264374 -0.867582 
-2.065448 -0.347767 
-0.810464 0.875506 
-1.747482 -0.384170 
-1.960587 -1.176582 
-2.040049 -1.322994 
-1.963316 -1.215842 
-1.878549 -1.398772 
-2.294087 -0.819508 
-2.128182 -1.503377 
-1.808845 -1.329049 
-0.595239 0.302697 
-0.730358 0.834180 
-0.803995 0.808811 
-0.371550 -0.022771 
-0.308348 -0.503144 
-0.581715 -0.104081 
1.768373 1.898466 
-0.219683 -0.582271 
1.253778 0.979585 
0.983403 1.195714 
1.222426 1.373956 
-0.183509 0.711626 
-0.709421 0.803690 
-0.474486 0.267989 
-0.579280 0.982849 
-0.598351 0.577290 
-0.019277 1.262076 
-0.694669 1.548657 
-0.630821 0.657444 
-0.696585 0.300614 
-0.218254 0.543925 
-0.424624 -0.034091 
-0.280364 0.064257 
-0.170441 -0.359033 
-0.344292 -0.443114 
0.700796 1.123212 
-0.532861 0.005923 
-0.235394 0.076327 
-0.406954 0.527591 
-0.766487 0.515719 
-0.600864 0.421560 
-0.206743 -0.074892 
-0.260895 1.087847 
0.081407 0.442641 
-0.307434 -0.275903 
-0.319554 -0.179900 
-0.336826 0.380451 
-0.555102 0.205424 
-0.345911 -0.643374 
-0.429980 0.038437 
0.372255 0.258014 
0.017558 0.509746 
-0.561305 0.337788 
-0.052000 0.322417 
0.594850 0.836193 
-0.027546 -0.424061 
-0.175281 0.183028 
-0.414026 0.008026 
-0.377363 0.091977 
-0.408286 0.068170 
-0.117159 1.305333 
0.250353 0.328001 
-0.575490 0.080766 
-0.833375 0.011780 
-0.061387 -0.212187 
-0.428258 -0.580704 
-0.158494 0.058762 
-0.651226 0.847067 
-0.597739 -0.391426 
-0.892023 0.248670 
-0.073226 -0.129325 
-0.372106 -0.158077 
-0.451146 0.175565 
-0.091196 -0.369043 
-0.252191 -0.205103 
-0.249238 0.155057 
-0.504615 0.522645 
0.330246 0.242528 
-0.592924 0.243287 
-0.379123 0.008773 
0.745462 2.450920 
-0.152551 0.812228 
-0.451756 0.185948 
-0.543023 0.326525 
-0.073052 0.059940 
-0.518712 0.374069 
-0.119352 0.270992 
0.033622 -0.401226 
-0.559207 -0.465335 
-0.581825 0.159490 
-0.041694 1.449704 
-0.404259 -0.437236 
-0.497603 -0.126538 
-0.566515 0.251493 
-0.873908 0.371956 
-0.484189 0.437911 
-0.845274 0.163255 
-0.330179 0.266788 
0.509687 1.283678 
-0.581764 0.400186 
-0.591320 0.187752 
-0.917419 1.161647 
-0.841017 0.381113 
0.012730 -0.111733 
-0.685178 0.223641 
3.698662 1.805162 
2.961854 1.477915 
2.678623 1.139696 
3.546934 1.937335 
3.031408 1.680136 
3.095992 1.811568 
3.477323 1.477478 
2.235324 1.112433 
2.862947 2.512120 
3.078140 1.369827 
2.828154 1.281388 
2.490537 1.065135 
3.035473 1.361362 
2.482675 1.041043 
3.030173 1.257774 
3.394918 1.282951 
3.044521 1.726629 
3.208339 1.456422 
3.594192 1.263694 
4.072651 1.486695 
4.069190 2.694603 
3.057495 1.636075 
4.678969 1.656996 
2.616244 1.236923 
3.169228 1.861962 
2.592687 1.740751 
2.230047 1.669601 
2.909503 1.278070 
4.031254 1.402348 
3.914193 1.752959 
3.102910 0.912100 
3.734794 2.661671 
2.781983 0.727081 
3.691489 1.357174 
3.593324 2.377335 
3.165604 1.797011 
3.038017 1.273743 
3.692193 1.905092 
3.668566 1.856954 
3.448027 2.265149 
3.222384 1.714570 
2.810451 1.538257 
2.539381 0.883970 
2.749042 2.028964 
2.514738 1.245473 
3.054044 1.634234 
2.745569 0.925572 
2.992209 1.294883 
3.371524 0.724742 
3.536882 1.846677 
2.862406 1.434812 
2.362478 0.885277 
2.824970 0.984131 
2.591108 1.352432 
2.804403 0.973453 
3.489469 2.124402 
2.717910 1.502856 
3.248151 1.868529 
2.908761 1.327906 
2.631977 1.106183 
4.537307 1.910041 
4.057253 2.125538 
2.661471 0.833352 
4.145425 1.933105 
4.582336 1.728745 
3.423776 1.397208 
4.542894 1.327090 
4.089371 1.672052 
3.200960 1.444861 
3.280275 1.143914 
3.764094 1.963895 
3.584769 2.034377 
2.485452 1.382089 
3.003769 1.683593 
3.355106 1.176532 
2.481332 2.014947 
2.797692 1.380738 
3.326643 1.602210 
3.465649 1.523250 
2.977929 1.412560 
4.035642 1.341491 
2.170988 -0.974958 
3.330689 -0.063142 
2.198810 -0.714934 
1.796629 -0.892934 
2.634023 -0.678940 
2.468918 -0.560750 
2.344711 -0.162447 
1.758220 -1.413702 
2.290138 -0.665937 
2.699882 -0.347727 
2.456226 -1.308398 
2.358666 0.179767 
2.341748 -0.924354 
2.598492 -0.613051 
2.440805 -0.918592 
1.955126 -0.772270 
2.861433 -0.496852 
2.988309 -0.502591 
2.255168 -0.964443 
3.033482 -0.419322 
0.617712 1.906797 
0.333665 2.074321 
-0.141954 1.514090 
0.213185 1.847634 
0.305061 2.293023 
0.460120 1.940332 
0.217759 2.239791 
0.486417 1.858852 
-0.179064 1.756212 
0.471953 2.086575 
0.920894 2.685311 
0.284598 1.963730 
0.539590 1.827561 
0.557899 2.171477 
0.844259 3.019490 
-0.395914 1.709345 
0.242426 2.031093 
-0.387082 1.980394 
0.359759 1.920220 
0.831542 2.272048 
0.357188 2.091074 
0.584963 1.789428 
0.339578 1.738626 
0.510826 2.389988 
0.644825 1.879958 
0.471796 1.705708 
0.257405 1.881488 
0.523538 2.322063 
0.326310 2.215364 
0.514198 1.905742 
0.512964 1.667637 
0.536919 2.213129 
0.590627 1.742649 
0.713000 2.440587 
0.198021 1.920176 
0.830460 1.735906 
1.395969 1.499583 
1.054883 1.171419 
1.737777 1.886749 
1.140537 1.797068 
1.154891 1.534816 
1.056583 2.447395 
2.590368 2.193125 
1.273883 1.932317 
2.256961 1.929389 
1.262843 1.929623 
1.558452 1.634171 
0.475251 2.066143 
0.285632 2.189928 
1.851063 1.479666 
-0.135382 1.432953 
-0.214571 1.525070 
0.842552 1.940984 
0.611722 1.990307 
0.990252 2.004361 
0.238334 1.173415 
0.833007 1.765791 
-1.398882 0.992363 
0.711629 2.043199 
0.385839 1.293190 
0.498345 2.043876 
-0.053603 1.708002 
0.557490 1.600733 
-1.184411 1.272417 
-0.760367 1.061070 
-1.019596 2.577297 
-1.320705 2.412907 
-1.171420 0.900236 
-1.401518 2.036379 
2.561296 1.988099 
-0.441542 0.369547 
-0.365225 -0.130541 
-0.580311 0.684033 
-0.468407 -0.087292 
-0.373768 1.037864 
-0.489722 0.144999 
-0.768267 1.014781 
-0.478690 0.374510 
-0.503499 0.690586 
-0.739495 1.411193 
-0.595453 0.868149 
-0.088389 0.526686 
-0.756682 0.268633 
-0.533358 0.124425 
-0.100408 0.543316 
-0.166553 -0.299940 
-0.551668 0.358731 
0.107546 0.115211 
-0.804539 0.485284 
-0.653415 0.092702 
-0.690272 0.684559 
-0.546784 0.108706 
-0.547345 -0.030518 
-0.700633 0.633898 
-0.191042 0.636885 
-0.510243 0.511724 
-0.488989 0.571038 
-0.549287 0.573802 
-0.425163 0.688843 
0.085324 0.668289 
-1.018528 1.038927 
-0.698338 0.276712 
-0.180912 0.224425 
-0.656843 -0.096489 
-0.664653 0.563865 
-0.999846 0.700084 
-0.812323 0.668954 
-0.101124 -0.532897 
-0.620238 0.679312 
-0.683371 0.700941 
-0.587777 0.024952 
-0.571522 -0.287870 
-0.611325 -0.058340 
-0.329114 0.066954 
-0.890609 -0.107204 
-0.787917 0.583905 
-0.499876 0.445517 
-0.511426 0.565927 
-0.630541 0.637079 
-0.758380 0.189198 
-0.644063 0.339595 
-0.355742 -0.256493 
-0.332921 0.310396 
-0.744362 0.468679 
-0.334219 0.180774 
-0.630656 -0.285800 
-0.275014 -0.410003 
-0.025019 -0.238494 
-0.517951 0.172760 
0.203136 1.281405 
-0.611433 0.377422 
0.886610 2.163313 
0.823659 1.937443 
0.259570 1.270758 
-0.492021 0.296018 
-0.879071 0.283607 
-0.138324 0.152768 
-0.806049 1.129817 
-0.816182 0.238985 
-0.373063 1.103660 
-0.547738 0.107652 
-0.431017 -0.172680 
-0.164944 0.774877 
-0.405162 0.170638 
-0.609470 0.475048 
-0.288863 0.745710 
0.231342 1.302600 
-0.470156 0.401961 
-0.082909 1.240758 
-0.923051 0.776198 
-0.455968 -0.343506 
-0.290235 1.101357 
-0.167454 -0.584457 
-0.299720 -0.514097 
-0.167029 0.487151 
-0.227804 -0.167211 
0.005081 0.231789 
-0.437339 0.735288 
-0.851809 -0.194201 
-0.808139 0.093938 
-0.483439 -0.185458 
-0.418762 0.714968 
-0.952011 0.573191 
-0.572441 0.441810 
-0.222125 -0.087240 
-0.528889 0.584466 
-0.464870 1.402910 
-0.668870 0.497494 
-0.216633 0.581644 
-0.274879 -0.173748 
0.502748 -0.649566 
0.695227 -0.547067 
0.742303 -0.505923 
0.561759 -0.678728 
0.679045 -0.659320 
1.813600 0.084300 
0.747101 -0.733722 
0.756189 -0.521587 
0.631763 -0.556037 
0.715285 -0.825516 
0.758826 -0.466439 
0.943451 -0.216696 
1.172037 -0.458295 
0.532550 -0.348747 
0.511361 -0.715798 
0.608545 -0.721012 
0.668507 -0.562027 
0.506515 -0.394020 
0.502824 -0.599364 
0.611575 -0.761099 
1.110569 -0.498301 
0.494590 -0.457707 
1.006390 -0.384673 
0.602438 -0.644248 
0.706294 -0.659315 
0.636677 -0.813819 
0.720738 -0.691012 
0.516591 -0.707653 
0.734754 -0.644337 
0.600437 -0.635766 
0.646332 -0.430940 
0.548815 -0.980464 
0.689199 -0.492183 
0.512979 -0.908397 
0.482796 -0.538523 
0.566365 -0.707409 
0.773586 -0.496658 
0.688119 -0.842188 
0.525503 -0.724126 
0.699169 -0.441519 
0.474453 -0.556754 
1.043478 -0.519614 
0.696001 -0.556907 
0.795817 -0.543948 
1.154580 -0.042279 
0.637355 -0.521879 
0.441833 -0.811193 
0.545721 -1.010063 
0.416465 -0.783933 
0.793192 -0.438257 
0.490030 -0.466738 
0.781907 -0.471208 
0.974248 0.034079 
0.618553 -0.569849 
0.576949 -0.640552 
0.367892 -0.473876 
0.502711 -0.748878 
0.723590 -0.382297 
0.603558 -0.868148 
1.516629 -0.029266 
1.878289 -0.133928 
1.146097 -0.622346 
0.480686 -0.993295 
1.242269 -0.161383 
0.669803 -0.581697 
0.943696 -0.610921 
0.391202 -1.008268 
0.524865 -0.703120 
0.535601 -0.753808 
1.325675 -0.340455 
0.368540 -0.684502 
0.797938 -0.390953 
0.613219 -0.679824 
0.653661 -0.346046 
0.508086 -0.594759 
0.918504 -0.126009 
0.479167 -1.051173 
0.396507 -0.795663 
0.775768 -0.351825 
0.605302 -0.656101 
0.480501 -0.841520 
0.458836 -0.621211 
0.469356 -0.745222 
0.660495 -0.331352 
0.543595 0.096926 
0.832345 -0.507380 
0.477358 -0.628109 
0.932339 -0.325567 
0.794474 -0.654703 
0.596767 -0.554445 
0.558235 -0.726332 
0.806437 -0.434688 
0.721357 -0.580709 
0.728770 -0.502587 
0.600578 -0.709371 
0.506107 -0.861207 
1.537888 -0.294074 
0.598582 -0.677109 
0.670907 -0.463233 
1.573242 0.179028 
-0.498340 0.769360 
0.574886 -0.446947 
0.327810 -0.762290 
0.999058 -0.336601 
1.158608 -0.406340 
0.027110 0.779675 
0.398238 -0.404496 
0.811528 0.090656 
0.526118 -0.912708 
1.350396 -0.771591 
0.776825 -0.298937 
1.322109 -0.734827 
0.929654 -1.212662 
-1.139804 0.526519 
-0.475469 0.101748 
-0.666231 0.236409 
0.353942 -0.155681 
-0.110635 0.259923 
-0.329320 0.199312 
-0.616248 -0.226714 
-0.542335 0.871284 
-0.407732 -0.321098 
-0.394322 0.641166 
0.606851 -0.300429 
0.598134 -1.068275 
1.704093 -1.277424 
1.809769 -0.274404 
0.622635 -0.313871 
1.544405 -1.042682 
1.521740 -0.989921 
1.109456 -1.040104 
0.664889 -1.178497 
2.269217 -0.610426 
1.983663 -0.876850 
1.448775 -1.340087 
1.534207 -0.565562 
1.806609 -0.712751 
1.891766 -0.985280 
2.763449 0.928006 
0.679915 -0.524069 
1.557625 -0.768830 
0.851645 -0.750177 
2.235348 -0.501408 
1.312402 -0.764079 
3.031385 -0.057660 
1.141034 -1.376390 
3.552848 0.055019 
1.567374 -0.950932 
1.768746 -0.996797 
1.183341 -1.152751 
1.952758 -0.251106 
2.363170 -0.203795 
2.238290 -0.758394 
2.528300 -0.274967 
2.904155 -0.451213 
1.158024 -0.961903 
2.198021 -0.800504 
1.234793 -0.833860 
2.255764 -0.156629 
2.403481 -0.552104 
1.919857 -0.898166 
1.721871 -0.891723 
1.953167 -0.960387 
2.111695 -0.523011 
2.254936 -1.146870 
2.700191 -0.427226 
3.098629 -0.328652 
2.255553 -1.127360 
2.416392 -0.018148 
2.348380 -0.758740 
1.959308 -0.269424 
0.799673 -1.190497 
2.272475 -0.918263 
2.451132 -0.608214 
2.097000 -0.563493 
2.342379 -0.873080 
2.472793 -0.414373 
1.425665 -0.899232 
2.127660 -1.106067 
1.758815 -0.774683 
2.197054 -0.400465 
0.800829 0.466155 
-0.037364 0.317170 
-0.257111 0.328951 
-0.746023 0.056758 
-0.510209 0.293440 
-0.392979 0.444162 
-0.349009 0.993033 
-0.604954 0.090697 
-0.684292 0.307366 
-0.517806 0.087526 
-0.755931 1.002978 
-0.192154 0.213332 
-0.343691 -0.016720 
-0.205258 0.795128 
-0.451972 0.371929 
-0.770038 0.035700 
-0.495762 0.627485 
-0.533506 -0.010943 
-0.113090 -0.159894 
-0.447817 -0.076714 
2.921936 0.632634 
3.541118 1.464758 
3.479339 -0.295875 
2.166568 -0.675268 
3.909607 0.968406 
2.639548 -0.630236 
3.190158 -0.059175 
2.757730 -0.078617 
2.861175 0.472132 
3.130576 -0.068170 
1.924229 -1.022500 
4.155999 0.931972 
2.820856 1.036758 
3.897308 1.766777 
3.774246 1.730683 
3.403232 1.585460 
3.300026 1.511999 
2.390732 0.997336 
3.626486 1.416334 
3.785290 2.056551 
3.600757 1.129890 
4.268649 1.783267 
2.559292 1.016277 
3.676522 1.486882 
3.587704 1.351327 
2.894983 0.121500 
3.210644 1.711931 
2.622887 1.426072 
3.141738 1.477139 
3.182917 1.262918 
3.207679 1.524465 
2.984949 1.127180 
2.615101 1.268179 
2.947482 1.250819 
2.903188 0.946071 
2.917268 1.272476 
2.581057 1.417117 
2.800993 1.400619 
3.892448 1.710093 
2.905333 2.018143 
3.665058 1.533544 
3.147791 0.016103 
1.858123 -1.015858 
3.023056 -0.248324 
3.018859 -0.140045 
1.632324 -0.850072 
1.934135 -0.412502 
2.176090 -0.981502 
1.710005 -0.784447 
1.406921 -1.288561 
2.478631 -0.708324 
2.212768 -0.805432 
2.309549 -0.548384 
0.756863 -0.716725 
0.707748 -1.165635 
2.886639 0.037803 
1.194211 -0.660457 
2.514020 0.463054 
3.040484 1.105690 
1.972196 -0.594481 
1.866773 -0.614998 
1.680899 -0.936595 
1.187687 -0.433278 
1.694083 -0.983855 
1.591290 -1.265511 
1.159271 -0.736332 
2.002764 -0.251859 
2.101225 -0.541912 
2.266194 -0.746019 
1.993058 -1.166669 
1.024714 -0.751939 
1.387239 -1.215815 
3.035140 0.203795 
2.428900 -0.589127 
2.869731 0.823669 
3.161002 0.795121 
3.444409 1.178025 
3.943707 1.685557 
3.170388 1.608336 
3.611362 1.604161 
3.987136 0.325830 
3.434767 0.229067 
1.893641 -1.111822 
2.339205 -0.348918 
3.594397 0.246503 
2.752127 -0.488916 
4.681253 0.647774 
3.163351 0.155845 
2.988490 0.153061 
3.297383 0.157627 
4.266744 1.181662 
3.952420 0.919960 
4.434148 0.895795 
2.662713 -0.251944 
2.105534 0.165517 
2.021164 -0.562981 
2.833396 0.993121 
2.323432 -0.537860 
2.843069 0.891320 
2.097119 -0.445823 
2.477282 1.039301 
0.592488 -0.713171 
0.372496 -0.510872 
0.550815 -0.704996 
0.712098 -0.520398 
0.750816 -0.756193 
0.750907 -0.497328 
0.471161 -0.824841 
0.729474 -0.557636 
0.804902 -0.629168 
0.529296 -0.741511 
0.685167 -0.351083 
0.691685 -0.726361 
0.782471 -0.471523 
0.911381 -0.862269 
0.648489 -0.793264 
0.530960 -0.861870 
0.665453 -0.128079 
0.703588 -0.139731 
1.212438 -0.489861 
0.804447 -0.260517 
0.944719 -0.477014 
0.795848 -0.194037 
0.701721 -0.498540 
0.497073 -0.404421 
0.667854 -0.821225 
0.592628 -0.374990 
0.594112 -0.630713 
0.711910 -0.533689 
0.780224 -0.399476 
0.771873 -0.205647 
0.737505 -0.197210 
0.748237 -0.585084 
0.755920 -0.333056 
0.520555 -0.531290 
0.633198 -0.638751 
0.693396 -0.478921 
0.789025 -0.666880 
0.674569 -0.654844 
0.825134 -0.712761 
0.826500 -0.610124 
0.688348 -0.591719 
0.413470 -0.612976 
0.528599 -0.327632 
0.420102 -0.575817 
0.637508 -0.685304 
0.768524 -0.756022 
0.467618 -0.719190 
0.702564 -0.546355 
